subject,trial_id,gain,loss,trial_pay,stage_pay,win_plan_take_final_take,win_plan_take_final_reject,win_plan_reject_final_take,win_plan_reject_final_reject,lose_plan_take_final_take,lose_plan_take_final_reject,lose_plan_reject_final_take,lose_plan_reject_final_reject
81,32,80,-100,60,-100,0,0,0,0,0,0,1,0
81,33,100,-100,-200,-100,0,0,0,0,0,1,0,0
82,1,200,-100,0,-100,0,0,0,0,1,0,0,0
82,2,200,-200,100,200,0,0,0,1,0,0,0,0
82,3,160,-140,200,-140,0,0,0,0,1,0,0,0
82,4,120,-100,20,120,1,0,0,0,0,0,0,0
82,5,180,-200,20,180,0,0,0,1,0,0,0,0
82,6,200,-120,180,200,0,0,0,1,0,0,0,0
82,7,180,-100,200,-100,0,0,0,0,1,0,0,0
82,8,100,-120,80,-120,0,0,0,0,1,0,0,0
82,9,200,-160,-240,-160,0,0,0,0,1,0,0,0
