subject,trial_id,gain,loss,trial_pay,stage_pay,win_plan_take_final_take,win_plan_take_final_reject,win_plan_reject_final_take,win_plan_reject_final_reject,lose_plan_take_final_take,lose_plan_take_final_reject,lose_plan_reject_final_take,lose_plan_reject_final_reject
82,10,200,-220,-320,200,0,0,0,1,0,0,0,0
82,11,160,-100,200,-100,0,0,0,0,0,1,0,0
82,12,200,-180,60,-180,0,0,0,0,1,0,0,0
82,13,200,-100,20,200,0,0,0,1,0,0,0,0
82,14,140,-100,200,140,0,0,0,1,0,0,0,0
82,15,200,-140,140,200,0,0,0,1,0,0,0,0
82,16,80,-100,200,-100,0,0,0,0,0,0,0,1
82,17,100,-100,-100,-100,0,0,0,0,1,0,0,0
82,18,200,-200,-200,200,0,0,0,1,0,0,0,0
82,19,160,-140,200,-140,0,0,0,0,0,0,1,0
82,20,120,-100,20,120,0,0,0,1,0,0,0,0
82,21,180,-200,120,180,0,0,0,1,0,0,0,0
82,22,200,-120,180,200,1,0,0,0,0,0,0,0
82,23,180,-100,80,-100,0,0,0,0,1,0,0,0
82,24,100,-120,80,-120,0,0,0,0,0,0,0,1
82,25,200,-160,-120,-160,0,0,0,0,1,0,0,0
82,26,200,-220,-320,200,0,1,0,0,0,0,0,0
82,27,160,-100,400,-100,0,0,0,0,1,0,0,0
82,28,200,-180,60,-180,0,0,0,0,0,0,1,0
82,29,200,-100,-180,200,0,1,0,0,0,0,0,0
82,30,140,-100,400,140,0,0,0,1,0,0,0,0
82,31,200,-140,140,200,0,0,0,1,0,0,0,0
82,32,80,-100,200,-100,0,0,0,0,0,0,1,0
82,33,100,-100,-100,-100,0,0,0,0,0,0,0,1
83,1,200,-100,0,-100,0,0,0,0,0,1,0,0
83,2,200,-200,100,200,0,0,0,1,0,0,0,0
83,3,160,-140,200,-140,0,0,0,0,1,0,0,0
83,4,120,-100,20,120,1,0,0,0,0,0,0,0
83,5,180,-200,20,180,0,0,0,1,0,0,0,0
83,6,200,-120,180,200,0,1,0,0,0,0,0,0
83,7,180,-100,80,-100,0,0,0,0,1,0,0,0
83,8,100,-120,80,-120,0,0,0,0,1,0,0,0
83,9,200,-160,-240,-160,0,0,0,0,0,0,0,1
83,10,200,-220,-160,200,0,1,0,0,0,0,0,0
83,11,160,-100,400,-100,0,0,0,0,0,0,0,1
83,12,200,-180,-100,-180,0,0,0,0,1,0,0,0
83,13,200,-100,20,200,0,1,0,0,0,0,0,0
83,14,140,-100,200,140,0,0,0,1,0,0,0,0
83,15,200,-140,140,200,1,0,0,0,0,0,0,0
83,16,80,-100,60,-100,0,0,0,0,0,0,0,1
83,17,100,-100,-100,-100,0,0,0,0,1,0,0,0
83,18,200,-200,-200,200,0,0,0,1,0,0,0,0
83,19,160,-140,200,-140,0,0,0,0,1,0,0,0
83,20,120,-100,20,120,1,0,0,0,0,0,0,0
83,21,180,-200,20,180,0,1,0,0,0,0,0,0
83,22,200,-120,180,200,1,0,0,0,0,0,0,0
83,23,180,-100,80,-100,0,0,0,0,1,0,0,0
83,24,100,-120,80,-120,0,0,0,0,0,0,0,1
83,25,200,-160,-120,-160,0,0,0,0,1,0,0,0
83,26,200,-220,-320,200,1,0,0,0,0,0,0,0
83,27,160,-100,400,-100,0,0,0,0,1,0,0,0
83,28,200,-180,60,-180,0,0,0,0,0,0,1,0
83,29,200,-100,-180,200,1,0,0,0,0,0,0,0
83,30,140,-100,400,140,1,0,0,0,0,0,0,0
83,31,200,-140,40,200,0,1,0,0,0,0,0,0
83,32,80,-100,200,-100,0,0,0,0,0,0,0,1
83,33,100,-100,-100,-100,0,0,0,0,1,0,0,0
84,1,200,-100,0,-100,0,0,0,0,0,0,1,0
84,2,200,-200,100,200,0,1,0,0,0,0,0,0
84,3,160,-140,400,-140,0,0,0,0,1,0,0,0
84,4,120,-100,20,120,1,0,0,0,0,0,0,0
84,5,180,-200,20,180,0,1,0,0,0,0,0,0
84,6,200,-120,360,200,1,0,0,0,0,0,0,0
84,7,180,-100,80,-100,0,0,0,0,1,0,0,0
84,8,100,-120,80,-120,0,0,0,0,0,0,1,0
84,9,200,-160,-120,-160,0,0,0,0,1,0,0,0
84,10,200,-220,-320,200,0,1,0,0,0,0,0,0
84,11,160,-100,400,-100,0,0,0,0,0,0,0,1
84,12,200,-180,-100,-180,0,0,0,0,1,0,0,0
84,13,200,-100,20,200,1,0,0,0,0,0,0,0
84,14,140,-100,400,140,1,0,0,0,0,0,0,0
84,15,200,-140,40,200,1,0,0,0,0,0,0,0
84,16,80,-100,60,-100,0,0,0,0,0,0,0,1
84,17,100,-100,-100,-100,0,0,0,0,0,0,1,0
84,18,200,-200,-100,200,1,0,0,0,0,0,0,0
84,19,160,-140,400,-140,0,0,0,0,0,0,1,0
84,20,120,-100,20,120,1,0,0,0,0,0,0,0
84,21,180,-200,20,180,1,0,0,0,0,0,0,0
84,22,200,-120,360,200,1,0,0,0,0,0,0,0
84,23,180,-100,80,-100,0,0,0,0,1,0,0,0
84,24,100,-120,80,-120,0,0,0,0,0,0,1,0
84,25,200,-160,-240,-160,0,0,0,0,0,0,0,1
84,26,200,-220,-160,200,1,0,0,0,0,0,0,0
84,27,160,-100,400,-100,0,0,0,0,1,0,0,0
84,28,200,-180,60,-180,0,0,0,0,1,0,0,0
84,29,200,-100,20,200,1,0,0,0,0,0,0,0
84,30,140,-100,400,140,1,0,0,0,0,0,0,0
84,31,200,-140,40,200,1,0,0,0,0,0,0,0
84,32,80,-100,60,-100,0,0,0,0,0,0,1,0
84,33,100,-100,-100,-100,0,0,0,0,1,0,0,0
85,1,200,-100,0,-100,0,0,0,0,0,0,0,1
85,2,200,-200,-100,200,1,0,0,0,0,0,0,0
85,3,160,-140,400,-140,0,0,0,0,1,0,0,0
85,4,120,-100,20,120,1,0,0,0,0,0,0,0
85,5,180,-200,20,180,1,0,0,0,0,0,0,0
85,6,200,-120,360,200,1,0,0,0,0,0,0,0
85,7,180,-100,80,-100,0,0,0,0,0,0,0,1
85,8,100,-120,-100,-120,0,0,0,0,0,0,0,1
85,9,200,-160,-120,-160,0,0,0,0,0,0,0,1
85,10,200,-220,-160,200,0,0,0,1,0,0,0,0
85,11,160,-100,200,-100,0,0,0,0,0,0,1,0
85,12,200,-180,60,-180,0,0,0,0,0,0,0,1
85,13,200,-100,-180,200,1,0,0,0,0,0,0,0
85,14,140,-100,400,140,0,1,0,0,0,0,0,0
85,15,200,-140,40,200,1,0,0,0,0,0,0,0
85,16,80,-100,60,-100,0,0,0,0,0,0,0,1
85,17,100,-100,-100,-100,0,0,0,0,0,1,0,0
85,18,200,-200,-200,200,0,0,0,1,0,0,0,0
85,19,160,-140,200,-140,0,0,0,0,0,0,0,1
85,20,120,-100,-140,120,1,0,0,0,0,0,0,0
85,21,180,-200,20,180,0,0,0,1,0,0,0,0
85,22,200,-120,180,200,1,0,0,0,0,0,0,0
85,23,180,-100,80,-100,0,0,0,0,1,0,0,0
85,24,100,-120,80,-120,0,0,0,0,0,0,0,1
85,25,200,-160,-120,-160,0,0,0,0,1,0,0,0
85,26,200,-220,-320,200,0,0,0,1,0,0,0,0
85,27,160,-100,200,-100,0,0,0,0,1,0,0,0
85,28,200,-180,60,-180,0,0,0,0,0,0,0,1
85,29,200,-100,-180,200,1,0,0,0,0,0,0,0
85,30,140,-100,400,140,1,0,0,0,0,0,0,0
85,31,200,-140,40,200,1,0,0,0,0,0,0,0
85,32,80,-100,60,-100,0,0,0,0,0,0,0,1
85,33,100,-100,-100,-100,0,0,0,0,0,0,0,1
86,1,200,-100,0,-100,0,0,0,0,1,0,0,0
86,2,200,-200,100,200,0,0,0,1,0,0,0,0
86,3,160,-140,200,-140,0,0,0,0,1,0,0,0
86,4,120,-100,20,120,0,0,0,1,0,0,0,0
86,5,180,-200,120,180,0,0,0,1,0,0,0,0
86,6,200,-120,180,200,0,0,0,1,0,0,0,0
86,7,180,-100,200,-100,0,0,0,0,1,0,0,0
86,8,100,-120,80,-120,0,0,0,0,1,0,0,0
86,9,200,-160,-240,-160,0,0,0,0,0,1,0,0
86,10,200,-220,-160,200,0,0,0,1,0,0,0,0
86,11,160,-100,200,-100,0,0,0,0,1,0,0,0
86,12,200,-180,60,-180,0,0,0,0,1,0,0,0
86,13,200,-100,20,200,0,0,0,1,0,0,0,0
86,14,140,-100,200,140,0,0,0,1,0,0,0,0
86,15,200,-140,140,200,0,0,0,1,0,0,0,0
86,16,80,-100,200,-100,0,0,0,0,0,1,0,0
86,17,100,-100,-100,-100,0,0,0,0,0,1,0,0
86,18,200,-200,-200,200,0,0,0,1,0,0,0,0
86,19,160,-140,200,-140,0,0,0,0,0,1,0,0
86,20,120,-100,20,120,0,0,0,1,0,0,0,0
86,21,180,-200,120,180,0,0,0,1,0,0,0,0
86,22,200,-120,180,200,0,0,0,1,0,0,0,0
86,23,180,-100,200,-100,0,0,0,0,1,0,0,0
86,24,100,-120,80,-120,0,0,0,0,1,0,0,0
86,25,200,-160,-240,-160,0,0,0,0,1,0,0,0
86,26,200,-220,-320,200,0,0,0,1,0,0,0,0
86,27,160,-100,200,-100,0,0,0,0,1,0,0,0
86,28,200,-180,60,-180,0,0,0,0,1,0,0,0
86,29,200,-100,20,200,0,0,0,1,0,0,0,0
86,30,140,-100,200,140,0,0,0,1,0,0,0,0
86,31,200,-140,140,200,0,0,0,1,0,0,0,0
86,32,80,-100,200,-100,0,0,0,0,0,0,0,1
86,33,100,-100,-100,-100,0,0,0,0,0,0,0,1
87,1,200,-100,0,-100,0,0,0,0,1,0,0,0
87,2,200,-200,100,200,1,0,0,0,0,0,0,0
87,3,160,-140,400,-140,0,0,0,0,1,0,0,0
87,4,120,-100,20,120,1,0,0,0,0,0,0,0
87,5,180,-200,20,180,1,0,0,0,0,0,0,0
87,6,200,-120,360,200,1,0,0,0,0,0,0,0
87,7,180,-100,80,-100,0,0,0,0,1,0,0,0
87,8,100,-120,80,-120,0,0,0,0,1,0,0,0
87,9,200,-160,-240,-160,0,0,0,0,1,0,0,0
87,10,200,-220,-320,200,1,0,0,0,0,0,0,0
87,11,160,-100,400,-100,0,0,0,0,1,0,0,0
87,12,200,-180,60,-180,0,0,0,0,1,0,0,0
87,13,200,-100,20,200,1,0,0,0,0,0,0,0
87,14,140,-100,400,140,1,0,0,0,0,0,0,0
87,15,200,-140,40,200,1,0,0,0,0,0,0,0
87,16,80,-100,60,-100,0,0,0,0,1,0,0,0
87,17,100,-100,-200,-100,0,0,0,0,1,0,0,0
87,18,200,-200,-200,200,1,0,0,0,0,0,0,0
87,19,160,-140,400,-140,0,0,0,0,1,0,0,0
87,20,120,-100,20,120,1,0,0,0,0,0,0,0
87,21,180,-200,20,180,1,0,0,0,0,0,0,0
87,22,200,-120,360,200,1,0,0,0,0,0,0,0
87,23,180,-100,80,-100,0,0,0,0,1,0,0,0
87,24,100,-120,80,-120,0,0,0,0,1,0,0,0
87,25,200,-160,-240,-160,0,0,0,0,1,0,0,0
87,26,200,-220,-320,200,1,0,0,0,0,0,0,0
87,27,160,-100,400,-100,0,0,0,0,1,0,0,0
87,28,200,-180,60,-180,0,0,0,0,1,0,0,0
87,29,200,-100,20,200,1,0,0,0,0,0,0,0
87,30,140,-100,400,140,1,0,0,0,0,0,0,0
87,31,200,-140,40,200,1,0,0,0,0,0,0,0
87,32,80,-100,60,-100,0,0,0,0,1,0,0,0
87,33,100,-100,-200,-100,0,0,0,0,1,0,0,0
88,1,200,-100,0,-100,0,0,0,0,0,0,1,0
88,2,200,-200,100,200,0,0,0,1,0,0,0,0
88,3,160,-140,200,-140,0,0,0,0,0,0,1,0
88,4,120,-100,-140,120,0,1,0,0,0,0,0,0
88,5,180,-200,120,180,0,1,0,0,0,0,0,0
88,6,200,-120,360,200,0,1,0,0,0,0,0,0
88,7,180,-100,80,-100,0,0,0,0,0,0,1,0
88,8,100,-120,80,-120,0,0,0,0,0,0,1,0
88,9,200,-160,-120,-160,0,0,0,0,0,0,1,0
88,10,200,-220,-160,200,0,1,0,0,0,0,0,0
88,11,160,-100,200,-100,0,0,0,0,0,0,1,0
88,12,200,-180,-100,-180,0,0,0,0,0,0,1,0
88,13,200,-100,-180,200,0,1,0,0,0,0,0,0
88,14,140,-100,400,140,1,0,0,0,0,0,0,0
88,15,200,-140,40,200,0,1,0,0,0,0,0,0
88,16,80,-100,60,-100,0,0,0,0,0,0,0,1
88,17,100,-100,-100,-100,0,0,0,0,0,0,0,1
88,18,200,-200,-100,200,1,0,0,0,0,0,0,0
88,19,160,-140,400,-140,0,0,0,0,0,0,1,0
88,20,120,-100,20,120,0,1,0,0,0,0,0,0
88,21,180,-200,20,180,1,0,0,0,0,0,0,0
88,22,200,-120,360,200,1,0,0,0,0,0,0,0
88,23,180,-100,80,-100,0,0,0,0,0,1,0,0
88,24,100,-120,80,-120,0,0,0,0,0,0,0,1
88,25,200,-160,-120,-160,0,0,0,0,0,0,0,1
88,26,200,-220,-160,200,0,1,0,0,0,0,0,0
88,27,160,-100,200,-100,0,0,0,0,0,0,1,0
88,28,200,-180,60,-180,0,0,0,0,0,0,1,0
88,29,200,-100,20,200,1,0,0,0,0,0,0,0
88,30,140,-100,400,140,1,0,0,0,0,0,0,0
88,31,200,-140,40,200,0,1,0,0,0,0,0,0
88,32,80,-100,200,-100,0,0,0,0,0,0,1,0
88,33,100,-100,-100,-100,0,0,0,0,1,0,0,0
89,1,200,-100,0,-100,0,0,0,0,0,0,0,1
89,2,200,-200,-100,200,0,0,0,1,0,0,0,0
89,3,160,-140,200,-140,0,0,0,0,1,0,0,0
89,4,120,-100,20,120,1,0,0,0,0,0,0,0
89,5,180,-200,20,180,0,0,0,1,0,0,0,0
89,6,200,-120,180,200,1,0,0,0,0,0,0,0
89,7,180,-100,80,-100,0,0,0,0,0,0,0,1
89,8,100,-120,-100,-120,0,0,0,0,0,0,1,0
89,9,200,-160,-120,-160,0,0,0,0,0,0,1,0
89,10,200,-220,-320,200,0,0,0,1,0,0,0,0
89,11,160,-100,200,-100,0,0,0,0,0,0,0,1
89,12,200,-180,-100,-180,0,0,0,0,0,0,0,1
89,13,200,-100,-180,200,1,0,0,0,0,0,0,0
89,14,140,-100,400,140,1,0,0,0,0,0,0,0
89,15,200,-140,40,200,1,0,0,0,0,0,0,0
89,16,80,-100,60,-100,0,0,0,0,0,0,0,1
89,17,100,-100,-100,-100,0,0,0,0,0,0,0,1
89,18,200,-200,-100,200,0,0,0,1,0,0,0,0
89,19,160,-140,200,-140,0,0,0,0,0,0,0,1
89,20,120,-100,-140,120,1,0,0,0,0,0,0,0
89,21,180,-200,20,180,0,0,0,1,0,0,0,0
89,22,200,-120,180,200,1,0,0,0,0,0,0,0
89,23,180,-100,80,-100,0,0,0,0,0,0,1,0
89,24,100,-120,80,-120,0,0,0,0,0,0,0,1
89,25,200,-160,-120,-160,0,0,0,0,0,0,1,0
89,26,200,-220,-160,200,0,0,0,1,0,0,0,0
89,27,160,-100,200,-100,0,0,0,0,0,0,0,1
89,28,200,-180,-100,-180,0,0,0,0,0,0,1,0
89,29,200,-100,-180,200,0,1,0,0,0,0,0,0
89,30,140,-100,400,140,1,0,0,0,0,0,0,0
89,31,200,-140,40,200,0,1,0,0,0,0,0,0
89,32,80,-100,200,-100,0,0,0,0,0,0,0,1
89,33,100,-100,-100,-100,0,0,0,0,0,0,0,1
90,1,200,-100,0,-100,0,0,0,0,1,0,0,0
90,2,200,-200,100,200,1,0,0,0,0,0,0,0
90,3,160,-140,400,-140,0,0,0,0,1,0,0,0
90,4,120,-100,20,120,1,0,0,0,0,0,0,0
90,5,180,-200,20,180,1,0,0,0,0,0,0,0
90,6,200,-120,360,200,1,0,0,0,0,0,0,0
90,7,180,-100,80,-100,0,0,0,0,1,0,0,0
90,8,100,-120,80,-120,0,0,0,0,1,0,0,0
90,9,200,-160,-240,-160,0,0,0,0,0,0,1,0
90,10,200,-220,-320,200,1,0,0,0,0,0,0,0
90,11,160,-100,400,-100,0,0,0,0,1,0,0,0
90,12,200,-180,60,-180,0,0,0,0,1,0,0,0
90,13,200,-100,20,200,1,0,0,0,0,0,0,0
90,14,140,-100,400,140,1,0,0,0,0,0,0,0
90,15,200,-140,40,200,1,0,0,0,0,0,0,0
90,16,80,-100,60,-100,0,0,0,0,1,0,0,0
90,17,100,-100,-200,-100,0,0,0,0,1,0,0,0
90,18,200,-200,-200,200,1,0,0,0,0,0,0,0
90,19,160,-140,400,-140,0,0,0,0,1,0,0,0
90,20,120,-100,20,120,1,0,0,0,0,0,0,0
90,21,180,-200,20,180,1,0,0,0,0,0,0,0
90,22,200,-120,360,200,1,0,0,0,0,0,0,0
90,23,180,-100,80,-100,0,0,0,0,1,0,0,0
90,24,100,-120,80,-120,0,0,0,0,1,0,0,0
90,25,200,-160,-240,-160,0,0,0,0,1,0,0,0
90,26,200,-220,-320,200,1,0,0,0,0,0,0,0
90,27,160,-100,400,-100,0,0,0,0,1,0,0,0
90,28,200,-180,60,-180,0,0,0,0,1,0,0,0
90,29,200,-100,20,200,1,0,0,0,0,0,0,0
90,30,140,-100,400,140,1,0,0,0,0,0,0,0
90,31,200,-140,40,200,1,0,0,0,0,0,0,0
90,32,80,-100,60,-100,0,0,0,0,1,0,0,0
90,33,100,-100,-200,-100,0,0,0,0,1,0,0,0
91,1,200,-100,0,-100,0,0,0,0,0,0,0,1
91,2,200,-200,-100,200,1,0,0,0,0,0,0,0
91,3,160,-140,400,-140,0,0,0,0,0,0,0,1
91,4,120,-100,-140,120,0,0,0,1,0,0,0,0
91,5,180,-200,120,180,0,0,0,1,0,0,0,0
91,6,200,-120,180,200,1,0,0,0,0,0,0,0
91,7,180,-100,80,-100,0,0,0,0,1,0,0,0
91,8,100,-120,80,-120,0,0,0,0,0,0,0,1
91,9,200,-160,-120,-160,0,0,0,0,0,0,1,0
91,10,200,-220,-160,200,1,0,0,0,0,0,0,0
91,11,160,-100,400,-100,0,0,0,0,1,0,0,0
91,12,200,-180,60,-180,0,0,0,0,1,0,0,0
91,13,200,-100,20,200,0,0,0,1,0,0,0,0
91,14,140,-100,200,140,0,0,0,1,0,0,0,0
91,15,200,-140,140,200,0,0,0,1,0,0,0,0
91,16,80,-100,200,-100,0,0,0,0,1,0,0,0
91,17,100,-100,-200,-100,0,0,0,0,1,0,0,0
91,18,200,-200,-200,200,1,0,0,0,0,0,0,0
91,19,160,-140,400,-140,0,0,0,0,0,0,0,1
91,20,120,-100,-140,120,1,0,0,0,0,0,0,0
91,21,180,-200,20,180,0,0,0,1,0,0,0,0
91,22,200,-120,180,200,0,1,0,0,0,0,0,0
91,23,180,-100,80,-100,0,0,0,0,1,0,0,0
91,24,100,-120,80,-120,0,0,0,0,0,0,0,1
91,25,200,-160,-120,-160,0,0,0,0,1,0,0,0
91,26,200,-220,-320,200,1,0,0,0,0,0,0,0
91,27,160,-100,400,-100,0,0,0,0,1,0,0,0
91,28,200,-180,60,-180,0,0,0,0,1,0,0,0
91,29,200,-100,20,200,1,0,0,0,0,0,0,0
91,30,140,-100,400,140,0,0,0,1,0,0,0,0
91,31,200,-140,140,200,0,0,0,1,0,0,0,0
91,32,80,-100,200,-100,0,0,0,0,0,0,0,1
91,33,100,-100,-100,-100,0,0,0,0,1,0,0,0
92,1,200,-100,0,-100,0,0,0,0,0,0,0,1
92,2,200,-200,-100,200,1,0,0,0,0,0,0,0
92,3,160,-140,400,-140,0,0,0,0,0,0,0,1
92,4,120,-100,-140,120,1,0,0,0,0,0,0,0
92,5,180,-200,20,180,1,0,0,0,0,0,0,0
92,6,200,-120,360,200,1,0,0,0,0,0,0,0
92,7,180,-100,80,-100,0,0,0,0,1,0,0,0
92,8,100,-120,80,-120,0,0,0,0,0,0,0,1
92,9,200,-160,-120,-160,0,0,0,0,1,0,0,0
92,10,200,-220,-320,200,0,0,1,0,0,0,0,0
92,11,160,-100,200,-100,0,0,0,0,1,0,0,0
92,12,200,-180,60,-180,0,0,0,0,1,0,0,0
92,13,200,-100,20,200,1,0,0,0,0,0,0,0
92,14,140,-100,400,140,1,0,0,0,0,0,0,0
92,15,200,-140,40,200,1,0,0,0,0,0,0,0
92,16,80,-100,60,-100,0,0,0,0,1,0,0,0
92,17,100,-100,-200,-100,0,0,0,0,1,0,0,0
92,18,200,-200,-200,200,1,0,0,0,0,0,0,0
92,19,160,-140,400,-140,0,0,0,0,1,0,0,0
92,20,120,-100,20,120,1,0,0,0,0,0,0,0
92,21,180,-200,20,180,1,0,0,0,0,0,0,0
92,22,200,-120,360,200,1,0,0,0,0,0,0,0
92,23,180,-100,80,-100,0,0,0,0,1,0,0,0
92,24,100,-120,80,-120,0,0,0,0,0,0,1,0
92,25,200,-160,-240,-160,0,0,0,0,1,0,0,0
92,26,200,-220,-320,200,1,0,0,0,0,0,0,0
92,27,160,-100,400,-100,0,0,0,0,1,0,0,0
92,28,200,-180,60,-180,0,0,0,0,1,0,0,0
92,29,200,-100,20,200,1,0,0,0,0,0,0,0
92,30,140,-100,400,140,1,0,0,0,0,0,0,0
92,31,200,-140,40,200,1,0,0,0,0,0,0,0
92,32,80,-100,60,-100,0,0,0,0,0,0,1,0
92,33,100,-100,-100,-100,0,0,0,0,1,0,0,0
93,1,200,-100,0,-100,0,0,0,0,1,0,0,0
93,2,200,-200,100,200,0,0,0,1,0,0,0,0
93,3,160,-140,200,-140,0,0,0,0,0,0,0,1
93,4,120,-100,-140,120,0,0,0,1,0,0,0,0
93,5,180,-200,120,180,0,0,0,1,0,0,0,0
93,6,200,-120,180,200,0,0,0,1,0,0,0,0
93,7,180,-100,200,-100,0,0,0,0,0,0,0,1
93,8,100,-120,-100,-120,0,0,0,0,0,0,1,0
93,9,200,-160,-240,-160,0,0,0,0,0,0,0,1
93,10,200,-220,-160,200,0,0,0,1,0,0,0,0
93,11,160,-100,200,-100,0,0,0,0,0,0,0,1
93,12,200,-180,-100,-180,0,0,0,0,0,0,1,0
93,13,200,-100,-180,200,0,0,1,0,0,0,0,0
93,14,140,-100,400,140,0,0,0,1,0,0,0,0
93,15,200,-140,140,200,0,0,1,0,0,0,0,0
93,16,80,-100,200,-100,0,0,0,0,0,0,0,1
93,17,100,-100,-100,-100,0,0,0,0,0,0,0,1
93,18,200,-200,-100,200,0,0,0,1,0,0,0,0
93,19,160,-140,200,-140,0,0,0,0,0,0,0,1
93,20,120,-100,-140,120,0,0,0,1,0,0,0,0
93,21,180,-200,120,180,0,0,0,1,0,0,0,0
93,22,200,-120,180,200,0,0,0,1,0,0,0,0
93,23,180,-100,200,-100,0,0,0,0,0,0,0,1
93,24,100,-120,-100,-120,0,0,0,0,0,0,0,1
93,25,200,-160,-120,-160,0,0,0,0,0,0,1,0
93,26,200,-220,-160,200,0,0,0,1,0,0,0,0
93,27,160,-100,200,-100,0,0,0,0,0,0,0,1
93,28,200,-180,-100,-180,0,0,0,0,0,0,0,1
93,29,200,-100,-180,200,1,0,0,0,0,0,0,0
93,30,140,-100,400,140,0,0,0,1,0,0,0,0
93,31,200,-140,140,200,0,0,0,1,0,0,0,0
93,32,80,-100,200,-100,0,0,0,0,0,0,0,1
93,33,100,-100,-100,-100,0,0,0,0,0,0,0,1
94,1,200,-100,0,-100,0,0,0,0,1,0,0,0
94,2,200,-200,100,200,0,1,0,0,0,0,0,0
94,3,160,-140,400,-140,0,0,0,0,0,0,0,1
94,4,120,-100,-140,120,1,0,0,0,0,0,0,0
94,5,180,-200,20,180,0,0,0,1,0,0,0,0
94,6,200,-120,180,200,1,0,0,0,0,0,0,0
94,7,180,-100,80,-100,0,0,0,0,1,0,0,0
94,8,100,-120,80,-120,0,0,0,0,0,0,0,1
94,9,200,-160,-120,-160,0,0,0,0,1,0,0,0
94,10,200,-220,-320,200,0,0,0,1,0,0,0,0
94,11,160,-100,200,-100,0,0,0,0,1,0,0,0
94,12,200,-180,60,-180,0,0,0,0,1,0,0,0
94,13,200,-100,20,200,1,0,0,0,0,0,0,0
94,14,140,-100,400,140,1,0,0,0,0,0,0,0
94,15,200,-140,40,200,1,0,0,0,0,0,0,0
94,16,80,-100,60,-100,0,0,0,0,0,0,0,1
94,17,100,-100,-100,-100,0,0,0,0,0,0,1,0
94,18,200,-200,-200,200,1,0,0,0,0,0,0,0
94,19,160,-140,400,-140,0,0,0,0,0,0,1,0
94,20,120,-100,20,120,1,0,0,0,0,0,0,0
94,21,180,-200,20,180,0,0,0,1,0,0,0,0
94,22,200,-120,180,200,1,0,0,0,0,0,0,0
94,23,180,-100,80,-100,0,0,0,0,1,0,0,0
94,24,100,-120,80,-120,0,0,0,0,0,0,1,0
94,25,200,-160,-240,-160,0,0,0,0,1,0,0,0
94,26,200,-220,-320,200,1,0,0,0,0,0,0,0
94,27,160,-100,400,-100,0,0,0,0,1,0,0,0
94,28,200,-180,60,-180,0,0,0,0,1,0,0,0
94,29,200,-100,20,200,1,0,0,0,0,0,0,0
94,30,140,-100,400,140,1,0,0,0,0,0,0,0
94,31,200,-140,40,200,1,0,0,0,0,0,0,0
94,32,80,-100,60,-100,0,0,0,0,0,0,0,1
94,33,100,-100,-100,-100,0,0,0,0,0,0,0,1
95,1,200,-100,0,-100,0,0,0,0,1,0,0,0
95,2,200,-200,100,200,1,0,0,0,0,0,0,0
95,3,160,-140,400,-140,0,0,0,0,1,0,0,0
95,4,120,-100,20,120,1,0,0,0,0,0,0,0
95,5,180,-200,20,180,1,0,0,0,0,0,0,0
95,6,200,-120,360,200,1,0,0,0,0,0,0,0
95,7,180,-100,80,-100,0,0,0,0,1,0,0,0
95,8,100,-120,80,-120,0,0,0,0,0,0,0,1
95,9,200,-160,-120,-160,0,0,0,0,0,1,0,0
95,10,200,-220,-160,200,0,0,0,1,0,0,0,0
95,11,160,-100,200,-100,0,0,0,0,1,0,0,0
95,12,200,-180,60,-180,0,0,0,0,0,0,0,1
95,13,200,-100,-180,200,1,0,0,0,0,0,0,0
95,14,140,-100,400,140,1,0,0,0,0,0,0,0
95,15,200,-140,40,200,1,0,0,0,0,0,0,0
95,16,80,-100,60,-100,0,0,0,0,0,0,0,1
95,17,100,-100,-100,-100,0,0,0,0,0,0,1,0
95,18,200,-200,-100,200,0,0,0,1,0,0,0,0
95,19,160,-140,200,-140,0,0,0,0,0,1,0,0
95,20,120,-100,-140,120,1,0,0,0,0,0,0,0
95,21,180,-200,20,180,0,0,0,1,0,0,0,0
95,22,200,-120,180,200,1,0,0,0,0,0,0,0
95,23,180,-100,80,-100,0,0,0,0,1,0,0,0
95,24,100,-120,80,-120,0,0,0,0,0,0,0,1
95,25,200,-160,-120,-160,0,0,0,0,1,0,0,0
95,26,200,-220,-320,200,0,0,0,1,0,0,0,0
95,27,160,-100,200,-100,0,0,0,0,1,0,0,0
95,28,200,-180,60,-180,0,0,0,0,0,0,0,1
95,29,200,-100,-180,200,1,0,0,0,0,0,0,0
95,30,140,-100,400,140,0,1,0,0,0,0,0,0
95,31,200,-140,40,200,0,1,0,0,0,0,0,0
95,32,80,-100,200,-100,0,0,0,0,0,0,0,1
95,33,100,-100,-100,-100,0,0,0,0,0,0,1,0
96,1,200,-100,0,-100,0,0,0,0,0,0,0,1
96,2,200,-200,-100,200,0,0,1,0,0,0,0,0
96,3,160,-140,200,-140,0,0,0,0,0,0,0,1
96,4,120,-100,-140,120,0,0,0,1,0,0,0,0
96,5,180,-200,120,180,0,0,0,1,0,0,0,0
96,6,200,-120,180,200,1,0,0,0,0,0,0,0
96,7,180,-100,80,-100,0,0,0,0,0,0,1,0
96,8,100,-120,80,-120,0,0,0,0,0,0,1,0
96,9,200,-160,-120,-160,0,0,0,0,0,0,0,1
96,10,200,-220,-160,200,0,0,0,1,0,0,0,0
96,11,160,-100,200,-100,0,0,0,0,0,1,0,0
96,12,200,-180,60,-180,0,0,0,0,0,0,0,1
